seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscope_local_time,gravity_z,gravity_y,gravity_x,gravity_local_time,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometerUncalibrated_local_time,magnetometer_z,magnetometer_y,magnetometer_x,magnetometer_local_time,location_altitude,location_speedAccuracy,location_bearingAccuracy,location_latitude,location_altitudeAboveMeanSeaLevel,location_bearing,location_horizontalAccuracy,location_verticalAccuracy,location_longitude,location_speed,location_local_time,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,gyroscopeUncalibrated_local_time,orientation_yaw,orientation_qx,orientation_qz,orientation_roll,orientation_qw,orientation_qy,orientation_pitch,orientation_local_time,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,accelerometerUncalibrated_local_time,accelerometer_z,accelerometer_y,accelerometer_x,accelerometer_local_time
0.000000,0.022835,-0.010623,0.009007,2025-10-15T16:36:45.203-07:00,-8.882070,-3.888641,1.461152,2025-10-15T16:36:45.203-07:00,-618.359883,39.924852,70.697415,2025-10-15T16:36:45.180-07:00,-47.970673,-5.475516,-1.875556,2025-10-15T16:36:45.203-07:00,392.249405,-1.000000,-1.000000,33.304023,422.679108,-1.000000,16.216938,8.734590,-111.680061,-1.000000,2025-10-15T16:36:45.170-07:00,0.022472,-0.013833,0.009348,2025-10-15T16:36:45.184-07:00,-2.341376,-0.152078,0.892489,0.163001,-0.395315,0.154819,0.407768,2025-10-15T16:36:45.203-07:00,-0.898404,-0.389062,0.146294,2025-10-15T16:36:45.194-07:00,0.064805,0.070292,-0.034881,2025-10-15T16:36:45.203-07:00
1.000000,0.129613,0.013967,-0.002973,2025-10-15T16:36:46.127-07:00,-8.932343,-3.773773,1.456259,2025-10-15T16:36:46.127-07:00,-617.878179,40.833999,70.894147,2025-10-15T16:36:46.135-07:00,-47.534497,-4.536612,-1.681726,2025-10-15T16:36:46.127-07:00,,,,,,,,,,,,0.131544,0.012030,-0.004185,2025-10-15T16:36:46.128-07:00,-2.321341,-0.150618,0.889844,0.161583,-0.404136,0.147884,0.395019,2025-10-15T16:36:46.127-07:00,-0.899348,-0.392066,0.149374,2025-10-15T16:36:46.128-07:00,0.104304,-0.063396,0.008804,2025-10-15T16:36:46.127-07:00
2.000000,0.676961,-0.075345,-0.153531,2025-10-15T16:36:47.131-07:00,-9.107788,-3.434497,-0.738633,2025-10-15T16:36:47.131-07:00,-616.385504,44.250714,67.849854,2025-10-15T16:36:47.131-07:00,-46.132892,-1.154745,-4.709605,2025-10-15T16:36:47.131-07:00,,,,,,,,,,,,0.678985,-0.081675,-0.151313,2025-10-15T16:36:47.135-07:00,-1.850142,-0.075643,0.785041,-0.079578,-0.584022,0.169126,0.358538,2025-10-15T16:36:47.131-07:00,-0.892794,-0.313339,-0.060555,2025-10-15T16:36:47.135-07:00,0.353437,0.350939,0.166757,2025-10-15T16:36:47.131-07:00
3.000000,-0.070950,0.069375,0.126144,2025-10-15T16:36:48.135-07:00,-9.325626,-2.508462,-1.526939,2025-10-15T16:36:48.135-07:00,-617.430895,47.838896,69.693232,2025-10-15T16:36:48.127-07:00,-47.371003,2.473269,-2.848425,2025-10-15T16:36:48.135-07:00,,,,,,,,,,,,-0.070347,0.071414,0.117931,2025-10-15T16:36:48.129-07:00,-1.456707,-0.042728,0.664827,-0.161848,-0.730322,0.145759,0.259361,2025-10-15T16:36:48.135-07:00,-0.979712,-0.254962,-0.165996,2025-10-15T16:36:48.129-07:00,-0.285958,0.016337,-0.107421,2025-10-15T16:36:48.135-07:00
4.000000,-0.024046,0.023270,-0.005619,2025-10-15T16:36:49.130-07:00,-9.215886,-3.210657,-0.955711,2025-10-15T16:36:49.130-07:00,-617.353083,44.999232,71.818733,2025-10-15T16:36:49.133-07:00,-47.153897,-0.411005,-0.717084,2025-10-15T16:36:49.130-07:00,,,,,,,,,,,,-0.025506,0.021266,-0.007753,2025-10-15T16:36:49.133-07:00,-1.467403,-0.089049,0.665803,-0.103343,-0.725645,0.148852,0.333550,2025-10-15T16:36:49.130-07:00,-0.931380,-0.322704,-0.097836,2025-10-15T16:36:49.133-07:00,0.081281,0.044543,-0.003981,2025-10-15T16:36:49.130-07:00
5.000000,-0.002226,0.003994,-0.006322,2025-10-15T16:36:50.134-07:00,-9.243697,-3.171600,-0.813322,2025-10-15T16:36:50.134-07:00,-617.563911,45.049340,72.335999,2025-10-15T16:36:50.129-07:00,-47.383641,-0.364741,-0.188155,2025-10-15T16:36:50.134-07:00,,,,,,,,,,,,-0.003201,0.002866,-0.007488,2025-10-15T16:36:50.127-07:00,-1.479384,-0.091805,0.669609,-0.087759,-0.723132,0.142354,0.329338,2025-10-15T16:36:50.134-07:00,-0.934032,-0.322012,-0.081771,2025-10-15T16:36:50.127-07:00,0.086118,0.013647,0.012817,2025-10-15T16:36:50.134-07:00
6.000000,-0.007951,0.009488,-0.017392,2025-10-15T16:36:51.128-07:00,-9.216091,-3.267639,-0.739010,2025-10-15T16:36:51.128-07:00,-617.523117,44.631139,72.486727,2025-10-15T16:36:51.135-07:00,-47.345296,-0.785986,-0.037787,2025-10-15T16:36:51.128-07:00,392.249405,-1.000000,-1.000000,33.304023,422.679108,-1.000000,15.801344,8.751316,-111.680061,-1.000000,2025-10-15T16:36:51.191-07:00,-0.009173,0.007519,-0.019169,2025-10-15T16:36:51.132-07:00,-1.485076,-0.097787,0.670869,-0.080020,-0.720986,0.143255,0.339720,2025-10-15T16:36:51.128-07:00,-0.926275,-0.327932,-0.077789,2025-10-15T16:36:51.132-07:00,0.127388,0.047615,-0.023847,2025-10-15T16:36:51.128-07:00
7.000000,0.350566,-0.010850,-0.349235,2025-10-15T16:36:52.132-07:00,-9.601396,-1.137830,-0.998565,2025-10-15T16:36:52.132-07:00,-617.336742,52.708217,73.703854,2025-10-15T16:36:52.131-07:00,-46.966945,7.166694,1.215879,2025-10-15T16:36:52.132-07:00,,,,,,,,,,,,0.353213,-0.013731,-0.352943,2025-10-15T16:36:52.136-07:00,-1.333036,-0.012219,0.615208,-0.103208,-0.778868,0.080165,0.117300,2025-10-15T16:36:52.132-07:00,-0.967999,-0.108517,-0.097851,2025-10-15T16:36:52.136-07:00,0.114821,0.056907,0.039182,2025-10-15T16:36:52.132-07:00
8.000000,0.018859,0.046372,-0.003622,2025-10-15T16:36:53.136-07:00,-9.758275,0.673616,-0.674968,2025-10-15T16:36:53.136-07:00,-616.894414,58.531835,77.533301,2025-10-15T16:36:53.137-07:00,-46.334330,13.092183,5.085342,2025-10-15T16:36:53.136-07:00,,,,,,,,,,,,0.017755,0.045136,-0.006874,2025-10-15T16:36:53.130-07:00,-1.087142,0.047291,0.515486,-0.069067,-0.855396,0.011708,-0.068747,2025-10-15T16:36:53.136-07:00,-0.994403,0.068329,-0.071013,2025-10-15T16:36:53.130-07:00,0.006525,-0.003392,-0.021683,2025-10-15T16:36:53.136-07:00
9.000000,0.097783,-0.020698,0.019061,2025-10-15T16:36:54.130-07:00,-9.763352,0.655656,-0.631556,2025-10-15T16:36:54.130-07:00,-617.709932,58.023268,78.134770,2025-10-15T16:36:54.132-07:00,-47.165883,12.584073,5.698763,2025-10-15T16:36:54.130-07:00,,,,,,,,,,,,0.097516,-0.022536,0.018655,2025-10-15T16:36:54.134-07:00,-1.000805,0.044695,0.478229,-0.064592,-0.876768,0.012241,-0.066911,2025-10-15T16:36:54.130-07:00,-0.986056,0.063824,-0.065372,2025-10-15T16:36:54.134-07:00,0.092609,-0.029461,-0.009822,2025-10-15T16:36:54.130-07:00
10.000000,0.037765,-0.023098,0.002962,2025-10-15T16:36:55.134-07:00,-9.747870,0.620563,-0.871407,2025-10-15T16:36:55.134-07:00,-618.446182,57.381082,77.364317,2025-10-15T16:36:55.128-07:00,-47.902757,11.940224,4.940247,2025-10-15T16:36:55.134-07:00,,,,,,,,,,,,0.036366,-0.025154,0.000199,2025-10-15T16:36:55.128-07:00,-0.938048,0.048327,0.450063,-0.089158,-0.891280,0.025452,-0.063323,2025-10-15T16:36:55.134-07:00,-0.987673,0.060589,-0.088219,2025-10-15T16:36:55.128-07:00,0.061137,-0.026471,0.007286,2025-10-15T16:36:55.134-07:00
11.000000,0.011715,0.015866,0.005500,2025-10-15T16:36:56.128-07:00,-9.748491,0.625547,-0.861602,2025-10-15T16:36:56.128-07:00,-618.332323,57.208353,77.607034,2025-10-15T16:36:56.134-07:00,-47.774006,11.775740,5.176796,2025-10-15T16:36:56.128-07:00,,,,,,,,,,,,0.010566,0.013858,0.003918,2025-10-15T16:36:56.132-07:00,-0.915074,0.048059,0.439815,-0.088155,-0.896425,0.025424,-0.063832,2025-10-15T16:36:56.128-07:00,-0.986282,0.061387,-0.085950,2025-10-15T16:36:56.132-07:00,0.078121,-0.024243,0.019422,2025-10-15T16:36:56.128-07:00
12.000000,-0.036033,0.005133,-0.007707,2025-10-15T16:36:57.133-07:00,-9.754280,0.629279,-0.791809,2025-10-15T16:36:57.133-07:00,-618.340662,57.154771,78.165193,2025-10-15T16:36:57.130-07:00,-47.763750,11.713698,5.749004,2025-10-15T16:36:57.133-07:00,392.249405,-1.000000,-1.000000,33.304023,422.679108,-1.000000,16.107077,8.735557,-111.680061,-1.000000,2025-10-15T16:36:57.201-07:00,-0.037076,0.003161,-0.009449,2025-10-15T16:36:57.136-07:00,-0.915815,0.046656,0.440314,-0.080998,-0.896349,0.022118,-0.064213,2025-10-15T16:36:57.133-07:00,-0.986450,0.062001,-0.080346,2025-10-15T16:36:57.136-07:00,0.075850,-0.016178,0.005537,2025-10-15T16:36:57.133-07:00
13.000000,-0.011666,0.011726,-0.004422,2025-10-15T16:36:58.127-07:00,-9.761793,0.641789,-0.679973,2025-10-15T16:36:58.127-07:00,-618.317357,57.642013,78.357313,2025-10-15T16:36:58.136-07:00,-47.734705,12.207607,5.927911,2025-10-15T16:36:58.127-07:00,,,,,,,,,,,,-0.012614,0.010070,-0.006317,2025-10-15T16:36:58.131-07:00,-0.932940,0.044846,0.448202,-0.069545,-0.892649,0.016322,-0.065491,2025-10-15T16:36:58.127-07:00,-0.986443,0.063922,-0.067617,2025-10-15T16:36:58.131-07:00,0.089940,-0.013850,0.016384,2025-10-15T16:36:58.127-07:00
14.000000,0.000041,-0.001976,0.005346,2025-10-15T16:36:59.131-07:00,-9.762485,0.648783,-0.665422,2025-10-15T16:36:59.131-07:00,-618.004166,57.715419,78.469923,2025-10-15T16:36:59.132-07:00,-47.414401,12.282667,6.064756,2025-10-15T16:36:59.131-07:00,,,,,,,,,,,,-0.001096,-0.003788,0.003800,2025-10-15T16:36:59.135-07:00,-0.940873,0.044897,0.451760,-0.068056,-0.890876,0.015316,-0.066206,2025-10-15T16:36:59.131-07:00,-0.988049,0.063772,-0.065003,2025-10-15T16:36:59.135-07:00,0.074462,-0.025243,0.028421,2025-10-15T16:36:59.131-07:00
15.000000,0.053253,-0.019258,-0.004439,2025-10-15T16:37:00.135-07:00,-9.762937,0.647082,-0.658445,2025-10-15T16:37:00.135-07:00,-617.576065,57.661058,78.402890,2025-10-15T16:37:00.128-07:00,-46.968029,12.227118,6.013198,2025-10-15T16:37:00.135-07:00,,,,,,,,,,,,0.052288,-0.021453,-0.005816,2025-10-15T16:37:00.129-07:00,-0.936651,0.044616,0.449888,-0.067342,-0.891818,0.015143,-0.066032,2025-10-15T16:37:00.135-07:00,-0.987431,0.066210,-0.063365,2025-10-15T16:37:00.129-07:00,0.081532,0.001777,0.040302,2025-10-15T16:37:00.135-07:00
16.000000,0.080515,-0.052052,0.013760,2025-10-15T16:37:01.129-07:00,-9.708529,0.675603,-1.199053,2025-10-15T16:37:01.129-07:00,-618.954147,56.480050,76.871010,2025-10-15T16:37:01.134-07:00,-48.326605,11.067538,4.503251,2025-10-15T16:37:01.129-07:00,,,,,,,,,,,,0.079216,-0.053421,0.011792,2025-10-15T16:37:01.133-07:00,-0.820544,0.055928,0.395891,-0.122881,-0.915470,0.042570,-0.068948,2025-10-15T16:37:01.129-07:00,-0.980271,0.065067,-0.120363,2025-10-15T16:37:01.133-07:00,0.092682,-0.036970,0.021066,2025-10-15T16:37:01.129-07:00
17.000000,-0.011033,0.002590,0.009569,2025-10-15T16:37:02.133-07:00,-9.703783,0.607311,-1.278587,2025-10-15T16:37:02.133-07:00,-618.952022,56.049336,76.490060,2025-10-15T16:37:02.130-07:00,-48.333328,10.629198,4.111013,2025-10-15T16:37:02.133-07:00,,,,,,,,,,,,-0.011764,0.000204,0.007967,2025-10-15T16:37:02.127-07:00,-0.800598,0.053960,0.386798,-0.131007,-0.919306,0.048212,-0.061969,2025-10-15T16:37:02.133-07:00,-0.983550,0.058911,-0.127807,2025-10-15T16:37:02.127-07:00,0.063780,-0.029914,0.028909,2025-10-15T16:37:02.133-07:00
18.000000,0.009980,0.007195,0.004007,2025-10-15T16:37:03.130-07:00,-9.717826,0.544914,-1.198515,2025-10-15T16:37:03.130-07:00,-618.915573,55.795678,76.843234,2025-10-15T16:37:03.136-07:00,-48.308085,10.372147,4.456070,2025-10-15T16:37:03.130-07:00,392.249405,-1.000000,-1.000000,33.304023,422.679108,-1.000000,15.495549,8.748709,-111.680061,-1.000000,2025-10-15T16:37:03.257-07:00,0.008722,0.005366,0.002113,2025-10-15T16:37:03.131-07:00,-0.805317,0.049542,0.389408,-0.122712,-0.918603,0.045520,-0.055595,2025-10-15T16:37:03.130-07:00,-0.981730,0.052076,-0.120049,2025-10-15T16:37:03.131-07:00,0.091449,-0.034804,0.021383,2025-10-15T16:37:03.130-07:00
19.000000,-0.009426,0.002304,-0.001243,2025-10-15T16:37:04.134-07:00,-9.722199,0.525796,-1.171558,2025-10-15T16:37:04.134-07:00,-618.918379,55.749049,76.920209,2025-10-15T16:37:04.132-07:00,-48.304284,10.323023,4.540013,2025-10-15T16:37:04.134-07:00,,,,,,,,,,,,-0.010630,0.000205,-0.002949,2025-10-15T16:37:04.136-07:00,-0.806373,0.048127,0.390026,-0.119925,-0.918461,0.044598,-0.053642,2025-10-15T16:37:04.134-07:00,-0.983219,0.050081,-0.116556,2025-10-15T16:37:04.136-07:00,0.078267,-0.034262,0.027258,2025-10-15T16:37:04.134-07:00
20.000000,0.024330,-0.006105,0.000226,2025-10-15T16:37:05.129-07:00,-9.721598,0.535140,-1.172256,2025-10-15T16:37:05.129-07:00,-618.168135,55.856016,76.863814,2025-10-15T16:37:05.128-07:00,-47.548989,10.436911,4.483115,2025-10-15T16:37:05.129-07:00,,,,,,,,,,,,0.023400,-0.008084,-0.001551,2025-10-15T16:37:05.130-07:00,-0.813239,0.048731,0.393143,-0.120003,-0.917112,0.044281,-0.054596,2025-10-15T16:37:05.129-07:00,-0.982888,0.052308,-0.116635,2025-10-15T16:37:05.130-07:00,0.079942,-0.021129,0.028159,2025-10-15T16:37:05.129-07:00
21.000000,-0.000501,-0.004474,-0.000432,2025-10-15T16:37:06.133-07:00,-9.712264,0.512694,-1.256222,2025-10-15T16:37:06.133-07:00,-618.668905,55.676043,76.728170,2025-10-15T16:37:06.134-07:00,-48.045270,10.254227,4.356711,2025-10-15T16:37:06.133-07:00,,,,,,,,,,,,-0.001886,-0.006353,-0.002204,2025-10-15T16:37:06.134-07:00,-0.801336,0.049093,0.387541,-0.128630,-0.919223,0.048985,-0.052304,2025-10-15T16:37:06.133-07:00,-0.981831,0.048635,-0.123387,2025-10-15T16:37:06.134-07:00,0.085508,-0.035216,0.046977,2025-10-15T16:37:06.133-07:00
22.000000,0.009945,-0.003322,0.003843,2025-10-15T16:37:07.127-07:00,-9.713063,0.578211,-1.220865,2025-10-15T16:37:07.127-07:00,-618.954879,55.859343,76.875170,2025-10-15T16:37:07.130-07:00,-48.324081,10.444352,4.505887,2025-10-15T16:37:07.127-07:00,,,,,,,,,,,,0.008620,-0.005206,0.001971,2025-10-15T16:37:07.128-07:00,-0.787058,0.051134,0.380830,-0.125037,-0.922057,0.046391,-0.058995,2025-10-15T16:37:07.127-07:00,-0.983297,0.055350,-0.121625,2025-10-15T16:37:07.128-07:00,0.063992,-0.034019,0.031958,2025-10-15T16:37:07.127-07:00
23.000000,0.000135,0.008313,-0.003923,2025-10-15T16:37:08.131-07:00,-9.712059,0.567931,-1.234193,2025-10-15T16:37:08.131-07:00,-618.998490,55.815697,76.962366,2025-10-15T16:37:08.136-07:00,-48.347599,10.392809,4.578447,2025-10-15T16:37:08.131-07:00,,,,,,,,,,,,-0.000929,0.006408,-0.006200,2025-10-15T16:37:08.132-07:00,-0.787670,0.050923,0.381116,-0.126401,-0.921915,0.047205,-0.057945,2025-10-15T16:37:08.131-07:00,-0.981508,0.055300,-0.122014,2025-10-15T16:37:08.132-07:00,0.085966,-0.023426,0.039650,2025-10-15T16:37:08.131-07:00
24.000000,0.005946,-0.001744,0.000093,2025-10-15T16:37:09.135-07:00,-9.714030,0.573081,-1.216324,2025-10-15T16:37:09.135-07:00,-618.801775,55.894371,76.804822,2025-10-15T16:37:09.132-07:00,-48.168154,10.474146,4.428284,2025-10-15T16:37:09.135-07:00,392.249405,-1.000000,-1.000000,33.304023,422.679108,-1.000000,15.512470,8.764826,-111.680061,-1.000000,2025-10-15T16:37:09.499-07:00,0.004476,-0.003867,-0.001367,2025-10-15T16:37:09.127-07:00,-0.792756,0.050932,0.383488,-0.124565,-0.920984,0.046128,-0.058471,2025-10-15T16:37:09.135-07:00,-0.981764,0.054886,-0.118422,2025-10-15T16:37:09.127-07:00,0.084585,-0.032997,0.053484,2025-10-15T16:37:09.135-07:00
25.000000,0.054564,-0.014750,-0.010651,2025-10-15T16:37:10.130-07:00,-9.711562,0.599485,-1.221680,2025-10-15T16:37:10.130-07:00,-618.177606,55.911025,76.962365,2025-10-15T16:37:10.128-07:00,-47.535894,10.486141,4.590094,2025-10-15T16:37:10.130-07:00,,,,,,,,,,,,0.053597,-0.016883,-0.012242,2025-10-15T16:37:10.131-07:00,-0.787771,0.052161,0.381067,-0.125140,-0.921888,0.046022,-0.061169,2025-10-15T16:37:10.130-07:00,-0.982128,0.059247,-0.118700,2025-10-15T16:37:10.131-07:00,0.074637,-0.013179,0.057894,2025-10-15T16:37:10.130-07:00
26.000000,0.048042,-0.023426,0.026424,2025-10-15T16:37:11.134-07:00,-9.682661,0.568471,-1.443146,2025-10-15T16:37:11.134-07:00,-619.045652,54.709427,76.477395,2025-10-15T16:37:11.134-07:00,-48.485797,9.299037,4.133660,2025-10-15T16:37:11.134-07:00,,,,,,,,,,,,0.046538,-0.025407,0.024413,2025-10-15T16:37:11.135-07:00,-0.700829,0.052494,0.340180,-0.147953,-0.936948,0.059457,-0.058003,2025-10-15T16:37:11.134-07:00,-0.978308,0.054408,-0.145816,2025-10-15T16:37:11.135-07:00,0.083514,-0.033045,0.008647,2025-10-15T16:37:11.134-07:00
27.000000,0.017280,-0.000667,0.010191,2025-10-15T16:37:12.128-07:00,-9.677373,0.559365,-1.484404,2025-10-15T16:37:12.128-07:00,-618.969917,54.291170,76.482177,2025-10-15T16:37:12.130-07:00,-48.433094,8.869769,4.117469,2025-10-15T16:37:12.128-07:00,,,,,,,,,,,,0.016113,-0.002605,0.008434,2025-10-15T16:37:12.129-07:00,-0.663063,0.051637,0.322363,-0.152203,-0.943119,0.062594,-0.057071,2025-10-15T16:37:12.128-07:00,-0.980006,0.052877,-0.146309,2025-10-15T16:37:12.129-07:00,0.068054,-0.040562,0.060412,2025-10-15T16:37:12.128-07:00
28.000000,-0.002666,-0.003768,-0.005643,2025-10-15T16:37:13.132-07:00,-9.671641,0.515271,-1.537468,2025-10-15T16:37:13.132-07:00,-619.208166,54.292578,76.260147,2025-10-15T16:37:13.136-07:00,-48.670839,8.860635,3.901348,2025-10-15T16:37:13.132-07:00,,,,,,,,,,,,-0.004152,-0.005816,-0.008141,2025-10-15T16:37:13.133-07:00,-0.663082,0.050394,0.322420,-0.157648,-0.942951,0.065899,-0.052567,2025-10-15T16:37:13.132-07:00,-0.978998,0.047808,-0.150661,2025-10-15T16:37:13.133-07:00,0.068907,-0.044192,0.060747,2025-10-15T16:37:13.132-07:00
29.000000,0.002471,0.011096,0.015074,2025-10-15T16:37:14.136-07:00,-9.680090,0.505676,-1.485099,2025-10-15T16:37:14.136-07:00,-618.565869,54.414522,76.406518,2025-10-15T16:37:14.132-07:00,-48.022682,9.000182,4.043255,2025-10-15T16:37:14.136-07:00,,,,,,,,,,,,0.001817,0.009026,0.013936,2025-10-15T16:37:14.128-07:00,-0.674365,0.049409,0.327902,-0.152232,-0.941281,0.063238,-0.051588,2025-10-15T16:37:14.136-07:00,-0.981021,0.049852,-0.145714,2025-10-15T16:37:14.128-07:00,0.064177,-0.017768,0.057161,2025-10-15T16:37:14.136-07:00
30.000000,0.111167,0.029516,0.088956,2025-10-15T16:37:15.131-07:00,-9.729491,-0.124231,-1.193596,2025-10-15T16:37:15.131-07:00,-619.630079,51.022716,77.875371,2025-10-15T16:37:15.128-07:00,-49.275756,5.659416,5.459376,2025-10-15T16:37:15.131-07:00,392.247161,-1.000000,-1.000000,33.304023,422.676864,-1.000000,10.374864,52.565502,-111.680060,-1.000000,2025-10-15T16:37:15.474-07:00,0.109808,0.027504,0.086890,2025-10-15T16:37:15.132-07:00,-0.654675,0.013622,0.321154,-0.122067,-0.944797,0.059648,0.012671,2025-10-15T16:37:15.131-07:00,-0.980820,-0.014560,-0.114669,2025-10-15T16:37:15.132-07:00,0.100384,-0.009186,0.075947,2025-10-15T16:37:15.131-07:00
31.000000,-0.025874,-0.024634,-0.020784,2025-10-15T16:37:16.135-07:00,-9.716326,-0.269526,-1.296116,2025-10-15T16:37:16.135-07:00,-619.881510,49.210213,77.944639,2025-10-15T16:37:16.134-07:00,-49.731185,3.809362,5.554859,2025-10-15T16:37:16.135-07:00,,,,,,,,,,,,-0.027555,-0.026746,-0.022583,2025-10-15T16:37:16.136-07:00,-0.567928,0.005400,0.280382,-0.132612,-0.957481,0.067439,0.027488,2025-10-15T16:37:16.135-07:00,-0.981283,-0.033834,-0.135941,2025-10-15T16:37:16.136-07:00,0.090672,-0.062567,-0.048904,2025-10-15T16:37:16.135-07:00
32.000000,0.022533,-0.000194,-0.005705,2025-10-15T16:37:17.129-07:00,-9.693796,-0.193478,-1.469919,2025-10-15T16:37:17.129-07:00,-620.124221,49.665717,76.951543,2025-10-15T16:37:17.130-07:00,-49.842855,4.270788,4.568152,2025-10-15T16:37:17.129-07:00,392.245704,1.645176,-1.000000,33.304023,422.675407,-1.000000,13.068520,73.739906,-111.680060,0.000000,2025-10-15T16:37:17.474-07:00,0.021407,-0.002053,-0.007858,2025-10-15T16:37:17.130-07:00,-0.571791,0.011758,0.281913,-0.150489,-0.956428,0.074894,0.019731,2025-10-15T16:37:17.129-07:00,-0.977463,-0.022845,-0.139862,2025-10-15T16:37:17.130-07:00,0.113247,-0.031528,0.095703,2025-10-15T16:37:17.129-07:00
33.000000,0.014229,0.003624,-0.005208,2025-10-15T16:37:18.133-07:00,-9.701094,-0.094627,-1.430551,2025-10-15T16:37:18.133-07:00,-620.097118,49.945481,77.199722,2025-10-15T16:37:18.136-07:00,-49.764518,4.553164,4.816480,2025-10-15T16:37:18.133-07:00,377.875039,-1.000000,-1.000000,33.304026,408.304742,-1.000000,13.330192,78.295471,-111.680057,-1.000000,2025-10-15T16:37:18.474-07:00,0.013048,0.001568,-0.006898,2025-10-15T16:37:18.135-07:00,-0.556146,0.015452,0.274104,-0.146408,-0.958893,0.071653,0.009650,2025-10-15T16:37:18.133-07:00,-0.983166,-0.013843,-0.140028,2025-10-15T16:37:18.135-07:00,0.057649,-0.038785,0.057407,2025-10-15T16:37:18.133-07:00
34.000000,-0.021598,0.029419,-0.003451,2025-10-15T16:37:19.127-07:00,-9.713937,-0.048660,-1.339751,2025-10-15T16:37:19.127-07:00,-619.361347,50.207296,77.724001,2025-10-15T16:37:19.132-07:00,-49.067413,4.824745,5.321702,2025-10-15T16:37:19.127-07:00,376.462602,-1.000000,-1.000000,33.304029,406.892304,-1.000000,13.002316,193.541870,-111.680054,-1.000000,2025-10-15T16:37:19.474-07:00,-0.022866,0.027475,-0.005404,2025-10-15T16:37:19.129-07:00,-0.558504,0.016471,0.275139,-0.137055,-0.958931,0.066515,0.004962,2025-10-15T16:37:19.127-07:00,-0.979706,-0.008347,-0.131745,2025-10-15T16:37:19.129-07:00,0.113808,-0.035915,0.052667,2025-10-15T16:37:19.127-07:00
35.000000,-0.020971,0.013155,-0.013861,2025-10-15T16:37:20.132-07:00,-9.744640,0.045291,-1.098294,2025-10-15T16:37:20.132-07:00,-619.808625,50.720000,78.972271,2025-10-15T16:37:20.127-07:00,-49.640471,5.332636,6.578017,2025-10-15T16:37:20.132-07:00,,,,,,,,,,,,-0.020461,0.011084,-0.015462,2025-10-15T16:37:20.133-07:00,-0.571805,0.018029,0.281451,-0.112234,-0.957918,0.053162,-0.004618,2025-10-15T16:37:20.132-07:00,-0.985494,-0.001421,-0.112213,2025-10-15T16:37:20.133-07:00,0.087372,-0.058400,0.005630,2025-10-15T16:37:20.132-07:00
36.000000,-0.002384,-0.002622,-0.005210,2025-10-15T16:37:21.136-07:00,-9.758583,0.103235,-0.963892,2025-10-15T16:37:21.136-07:00,-619.785009,51.285103,79.377845,2025-10-15T16:37:21.134-07:00,-49.596849,5.897400,6.992231,2025-10-15T16:37:21.136-07:00,,,,,,,,,,,,-0.005741,-0.004725,-0.007471,2025-10-15T16:37:21.127-07:00,-0.593356,0.019413,0.291738,-0.098454,-0.955215,0.045521,-0.010527,2025-10-15T16:37:21.136-07:00,-0.986657,0.006676,-0.087034,2025-10-15T16:37:21.127-07:00,0.082652,-0.038427,0.108838,2025-10-15T16:37:21.136-07:00
37.000000,0.013245,-0.007613,-0.009031,2025-10-15T16:37:22.130-07:00,-9.752537,0.147647,-1.017757,2025-10-15T16:37:22.130-07:00,-619.469217,51.681947,79.042328,2025-10-15T16:37:22.130-07:00,-49.304839,6.289058,6.660134,2025-10-15T16:37:22.130-07:00,,,,,,,,,,,,0.012130,-0.009859,-0.011003,2025-10-15T16:37:22.131-07:00,-0.594910,0.022418,0.292309,-0.103982,-0.954880,0.047481,-0.015056,2025-10-15T16:37:22.130-07:00,-0.986829,0.010828,-0.097848,2025-10-15T16:37:22.131-07:00,0.069567,-0.038716,0.061864,2025-10-15T16:37:22.130-07:00
38.000000,0.317092,-0.046664,-0.029963,2025-10-15T16:37:23.134-07:00,-9.688007,0.752972,-1.295651,2025-10-15T16:37:23.134-07:00,-619.448783,52.643343,78.581775,2025-10-15T16:37:23.136-07:00,-49.248549,7.232247,6.238350,2025-10-15T16:37:23.134-07:00,376.305680,-1.000000,-1.000000,33.304028,406.735383,-1.000000,11.085080,176.762711,-111.680056,-1.000000,2025-10-15T16:37:23.474-07:00,0.315831,-0.048667,-0.031867,2025-10-15T16:37:23.136-07:00,-0.428624,0.051458,0.209252,-0.132961,-0.973515,0.057172,-0.076879,2025-10-15T16:37:23.134-07:00,-0.977067,0.068828,-0.122944,2025-10-15T16:37:23.136-07:00,0.101195,-0.081917,0.082815,2025-10-15T16:37:23.134-07:00
