seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscope_local_time,gravity_z,gravity_y,gravity_x,gravity_local_time,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometerUncalibrated_local_time,magnetometer_z,magnetometer_y,magnetometer_x,magnetometer_local_time,location_altitude,location_speedAccuracy,location_bearingAccuracy,location_latitude,location_altitudeAboveMeanSeaLevel,location_bearing,location_horizontalAccuracy,location_verticalAccuracy,location_longitude,location_speed,location_local_time,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,gyroscopeUncalibrated_local_time,orientation_yaw,orientation_qx,orientation_qz,orientation_roll,orientation_qw,orientation_qy,orientation_pitch,orientation_local_time,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,accelerometerUncalibrated_local_time,accelerometer_z,accelerometer_y,accelerometer_x,accelerometer_local_time
187.000000,-0.001385,-0.010982,-0.009469,2025-10-15T16:39:52.133-07:00,-9.768727,0.659879,0.551136,2025-10-15T16:39:52.133-07:00,-613.759084,43.424866,62.747438,2025-10-15T16:39:52.127-07:00,-44.933359,-1.673370,-9.259102,2025-10-15T16:39:52.133-07:00,376.202988,33.330000,-1.000000,33.303889,406.632691,-1.000000,15.566077,3.000000,-111.680063,0.760691,2025-10-15T16:39:52.999-07:00,-0.002622,-0.013715,-0.011580,2025-10-15T16:39:52.136-07:00,2.604248,0.036087,-0.962936,0.056358,-0.266105,0.024972,-0.067340,2025-10-15T16:39:52.133-07:00,-0.985363,0.067993,0.049454,2025-10-15T16:39:52.136-07:00,0.104738,0.005396,-0.066771,2025-10-15T16:39:52.133-07:00
188.000000,-0.003603,-0.007869,-0.007135,2025-10-15T16:39:53.127-07:00,-9.770732,0.712941,0.438477,2025-10-15T16:39:53.127-07:00,-614.064903,43.502670,62.205129,2025-10-15T16:39:53.133-07:00,-45.228475,-1.595786,-9.796207,2025-10-15T16:39:53.127-07:00,376.205837,33.330000,-1.000000,33.303886,406.635539,-1.000000,16.536276,3.000000,-111.680068,0.687741,2025-10-15T16:39:53.999-07:00,-0.004952,-0.010149,-0.009430,2025-10-15T16:39:53.131-07:00,2.598114,0.031346,-0.962202,0.044846,-0.268944,0.029016,-0.072764,2025-10-15T16:39:53.127-07:00,-0.983978,0.073929,0.038763,2025-10-15T16:39:53.131-07:00,0.118852,0.011696,-0.061659,2025-10-15T16:39:53.127-07:00
189.000000,0.228591,-0.123250,0.013457,2025-10-15T16:39:54.131-07:00,-9.768794,0.714217,-0.047551,2025-10-15T16:39:54.131-07:00,-613.391092,44.600533,59.739339,2025-10-15T16:39:54.129-07:00,-44.567208,-0.517077,-12.226731,2025-10-15T16:39:54.131-07:00,376.211529,33.330000,-1.000000,33.303939,406.641232,-1.000000,16.723632,3.150932,-111.680090,0.000000,2025-10-15T16:39:54.999-07:00,0.226457,-0.126084,0.011641,2025-10-15T16:39:54.135-07:00,2.667991,0.006155,-0.970376,-0.004844,-0.234206,0.035044,-0.072899,2025-10-15T16:39:54.131-07:00,-0.985785,0.077556,-0.004133,2025-10-15T16:39:54.135-07:00,0.105794,0.045883,0.014755,2025-10-15T16:39:54.131-07:00
190.000000,-1.158956,0.572057,-0.291285,2025-10-15T16:39:55.136-07:00,-9.371472,2.043942,0.967727,2025-10-15T16:39:55.136-07:00,-614.398519,48.338444,66.909405,2025-10-15T16:39:55.135-07:00,-45.573703,3.158442,-5.295937,2025-10-15T16:39:55.136-07:00,376.209003,33.330000,-1.000000,33.303940,406.638706,-1.000000,17.468340,3.000000,-111.680091,0.031407,2025-10-15T16:39:55.999-07:00,-1.149679,0.566342,-0.289697,2025-10-15T16:39:55.129-07:00,2.385500,0.095669,-0.899693,0.106039,-0.363563,0.064624,-0.213224,2025-10-15T16:39:55.136-07:00,-0.955459,0.206485,0.081921,2025-10-15T16:39:55.129-07:00,0.001796,-0.051230,-0.178360,2025-10-15T16:39:55.136-07:00
191.000000,-1.156703,0.468413,0.328660,2025-10-15T16:39:56.130-07:00,-8.435060,4.760628,1.276468,2025-10-15T16:39:56.130-07:00,-612.838436,58.072458,84.033546,2025-10-15T16:39:56.131-07:00,-44.027091,12.968064,11.958581,2025-10-15T16:39:56.130-07:00,376.213471,33.330000,-1.000000,33.303909,406.643173,-1.000000,17.853570,3.000000,-111.680102,0.563042,2025-10-15T16:39:56.999-07:00,-1.167524,0.468165,0.327030,2025-10-15T16:39:56.134-07:00,0.949777,0.253512,-0.411229,0.152020,-0.846399,0.055562,-0.507920,2025-10-15T16:39:56.130-07:00,-0.834898,0.512871,0.137975,2025-10-15T16:39:56.134-07:00,0.235504,0.270765,0.084969,2025-10-15T16:39:56.130-07:00
192.000000,1.102033,-0.337386,0.113519,2025-10-15T16:39:57.134-07:00,-9.274100,3.156514,-0.035772,2025-10-15T16:39:57.134-07:00,-615.998270,53.227672,82.480518,2025-10-15T16:39:57.127-07:00,-47.115244,8.323168,10.593008,2025-10-15T16:39:57.134-07:00,376.202721,33.330000,-1.000000,33.303906,406.632424,-1.000000,18.609088,3.000000,-111.680104,0.563204,2025-10-15T16:39:57.999-07:00,1.109414,-0.340471,0.115696,2025-10-15T16:39:57.128-07:00,0.456667,0.157730,-0.220275,-0.003661,-0.951357,0.038342,-0.327842,2025-10-15T16:39:57.134-07:00,-0.968364,0.387820,0.005313,2025-10-15T16:39:57.128-07:00,-0.225874,0.619705,0.086708,2025-10-15T16:39:57.134-07:00
193.000000,2.327338,0.119081,0.419350,2025-10-15T16:39:58.129-07:00,-9.327786,-1.520381,1.323152,2025-10-15T16:39:58.129-07:00,-616.886802,38.564549,64.426745,2025-10-15T16:39:58.133-07:00,-48.034190,-6.463478,-7.311793,2025-10-15T16:39:58.129-07:00,376.202979,33.330000,-1.000000,33.303897,406.632682,-1.000000,19.373867,3.000000,-111.680129,0.477738,2025-10-15T16:39:58.999-07:00,2.332036,0.120015,0.416834,2025-10-15T16:39:58.132-07:00,-0.325613,0.097423,-0.929418,0.140092,-0.056666,-0.083965,0.159371,2025-10-15T16:39:58.129-07:00,-0.905979,-0.087092,-0.014537,2025-10-15T16:39:58.132-07:00,0.440578,0.739599,-1.462606,2025-10-15T16:39:58.129-07:00
194.000000,0.010044,-0.087433,0.230221,2025-10-15T16:39:59.133-07:00,-7.993789,-5.620195,0.497869,2025-10-15T16:39:59.133-07:00,-613.331306,27.069912,59.447199,2025-10-15T16:39:59.129-07:00,-44.726485,-17.960138,-12.360343,2025-10-15T16:39:59.133-07:00,376.255453,33.330000,-1.000000,33.303943,406.685156,-1.000000,14.431909,3.000000,-111.680100,0.143523,2025-10-15T16:39:59.999-07:00,0.002849,-0.085313,0.230511,2025-10-15T16:39:59.127-07:00,-2.633704,0.103581,-0.919626,0.061291,0.247974,-0.283759,0.611485,2025-10-15T16:39:59.133-07:00,-0.776607,-0.587018,0.059175,2025-10-15T16:39:59.127-07:00,0.397662,-0.146287,0.102243,2025-10-15T16:39:59.133-07:00
195.000000,0.082213,0.008162,0.005032,2025-10-15T16:40:00.127-07:00,-7.501482,-6.312236,-0.002611,2025-10-15T16:40:00.127-07:00,-611.430690,24.479414,58.032521,2025-10-15T16:40:00.135-07:00,-42.837635,-20.623130,-13.790387,2025-10-15T16:40:00.127-07:00,376.238629,33.330000,-1.000000,33.303943,406.668332,-1.000000,15.412913,3.000000,-111.680100,0.143512,2025-10-15T16:40:00.999-07:00,0.081346,0.005271,0.002598,2025-10-15T16:40:00.131-07:00,-2.574252,0.095776,-0.901735,-0.000271,0.262868,-0.329089,0.699330,2025-10-15T16:40:00.127-07:00,-0.751525,-0.640020,-0.008153,2025-10-15T16:40:00.131-07:00,0.128166,0.036689,-0.069444,2025-10-15T16:40:00.127-07:00
196.000000,0.020264,-0.013767,-0.003108,2025-10-15T16:40:01.132-07:00,-7.492446,-6.320069,-0.294202,2025-10-15T16:40:01.132-07:00,-612.653104,24.874088,57.376169,2025-10-15T16:40:01.131-07:00,-44.126831,-20.168053,-14.475757,2025-10-15T16:40:01.132-07:00,376.226846,33.330000,-1.000000,33.303943,406.656548,-1.000000,16.196283,3.000000,-111.680100,0.143685,2025-10-15T16:40:01.999-07:00,0.018507,-0.016253,-0.005668,2025-10-15T16:40:01.135-07:00,-2.518894,0.087530,-0.896034,-0.039240,0.281290,-0.332151,0.700331,2025-10-15T16:40:01.132-07:00,-0.751341,-0.641050,-0.041083,2025-10-15T16:40:01.135-07:00,0.126144,0.033238,-0.106578,2025-10-15T16:40:01.132-07:00
197.000000,0.016747,-0.006748,0.004858,2025-10-15T16:40:02.136-07:00,-7.432976,-6.382194,-0.429658,2025-10-15T16:40:02.136-07:00,-612.215690,24.638125,56.985036,2025-10-15T16:40:02.127-07:00,-43.690024,-20.403859,-14.871180,2025-10-15T16:40:02.136-07:00,,,,,,,,,,,,0.016293,-0.008798,0.000712,2025-10-15T16:40:02.130-07:00,-2.492655,0.084910,-0.891758,-0.057738,0.289382,-0.337348,0.708659,2025-10-15T16:40:02.136-07:00,-0.736107,-0.650563,-0.054304,2025-10-15T16:40:02.130-07:00,0.222789,-0.000677,-0.094778,2025-10-15T16:40:02.136-07:00
